Image,Match_Type,AI_Index,GT_Index,IoU,GT_Area_px,AI_Area_px,GT_Area_um2,AI_Area_um2
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,-1,41,0.0,4386,0,2115.162037037037,0.0
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,7,22,0.9681978798586572,1959,1940,944.7337962962963,935.5709876543209
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0,13,0.9336206896551724,3309,3420,1595.7754629629628,1649.3055555555554
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,11,25,0.9333777481678881,2847,2957,1372.974537037037,1426.0223765432097
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,9,19,0.9312909509474057,5361,5545,2585.358796296296,2674.0933641975307
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,1,2,0.9300179211469534,10513,11026,5069.926697530864,5317.322530864198
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,4,15,0.9298377970577141,7557,7791,3644.386574074074,3757.233796296296
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,25,5,0.9285714285714286,2820,2958,1359.9537037037037,1426.5046296296296
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,21,21,0.9279443621023828,8625,8285,4159.43287037037,3995.466820987654
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,31,8,0.9267566948958572,4118,4300,1985.9182098765432,2073.688271604938
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,2,14,0.925751539297356,2632,2685,1269.29012345679,1294.849537037037
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,24,20,0.9246930161166539,9845,10218,4747.781635802469,4927.6620370370365
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,3,18,0.9207393483709273,2995,3136,1444.3479938271605,1512.3456790123455
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,5,7,0.9189024390243903,3104,3190,1496.9135802469134,1538.3873456790122
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,6,10,0.9123245529705826,4860,5086,2343.75,2452.739197530864
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,36,9,0.9091778202676865,2980,3011,1437.1141975308642,1452.0640432098764
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,33,11,0.9010133912414042,5027,5478,2424.286265432099,2641.7824074074074
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,20,26,0.8998971546109016,2652,2890,1278.9351851851852,1393.7114197530864
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,17,17,0.8884150675195451,5117,5511,2467.689043209876,2657.696759259259
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,15,29,0.8826151560178306,1234,1300,595.1003086419753,626.929012345679
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,16,3,0.8739393939393939,1493,1599,720.0038580246913,771.1226851851851
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,10,27,0.8718816067653277,2163,2264,1043.1134259259259,1091.820987654321
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,13,0,0.8706935123042505,6002,6541,2894.483024691358,3154.4174382716046
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,12,6,0.8687035507844756,2154,2372,1038.773148148148,1143.9043209876543
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,18,28,0.8641304347826086,1333,1411,642.8433641975308,680.4591049382716
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,19,16,0.8342070773263434,1430,1369,689.6219135802469,660.2044753086419
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,8,1,0.8191969321001579,17287,14971,8336.70910493827,7219.810956790123
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,14,36,0.8026058631921824,1309,1458,631.2692901234568,703.125
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,26,30,0.7513513513513513,150,174,72.33796296296296,83.91203703703704
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,28,37,0.7062937062937062,116,128,55.941358024691354,61.72839506172839
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,29,23,0.6884422110552764,172,164,82.94753086419753,79.0895061728395
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,37,34,0.6727272727272727,317,327,152.87422839506172,157.69675925925924
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,32,24,0.6456908344733242,3546,2469,1710.0694444444443,1190.6828703703702
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,22,38,0.6257242178447276,1179,1627,568.5763888888889,784.6257716049382
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,23,-1,0.0,0,174,0.0,83.91203703703704
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,27,-1,0.0,0,15465,0.0,7458.043981481481
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,30,-1,0.0,0,232,0.0,111.88271604938271
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,34,-1,0.0,0,4919,0.0,2372.2029320987654
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,35,-1,0.0,0,142,0.0,68.47993827160494
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,38,-1,0.0,0,909,0.0,438.36805555555554
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,-1,4,0.0,2867,0,1382.619598765432,0.0
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,-1,12,0.0,3722,0,1794.9459876543208,0.0
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,-1,31,0.0,200,0,96.4506172839506,0.0
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,-1,32,0.0,30,0,14.467592592592592,0.0
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,-1,33,0.0,312,0,150.46296296296296,0.0
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,-1,35,0.0,33,0,15.914351851851851,0.0
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,7,16,0.9643611981633992,13442,13511,6482.445987654321,6515.721450617284
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,3,9,0.9622773804515495,14003,13983,6752.989969135802,6743.344907407407
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,11,5,0.9563658956222519,20371,20564,9823.977623456789,9917.052469135802
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,1,11,0.9562866852023478,12548,12782,6051.311728395061,6164.158950617284
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,10,8,0.9553466509988249,3327,3329,1604.4560185185185,1605.420524691358
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,5,20,0.9550529630689951,17036,17109,8215.663580246914,8250.868055555555
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,21,3,0.9493106523081144,14231,14188,6862.943672839506,6842.206790123457
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,13,18,0.9474074074074074,7944,7830,3831.0185185185182,3776.0416666666665
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,15,23,0.940567066521265,32761,31301,15799.09336419753,15095.003858024691
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,2,10,0.9384644335716974,5127,5174,2472.511574074074,2495.1774691358023
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0,19,0.9377066525591853,7271,7380,3506.4621913580245,3559.027777777778
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,12,13,0.9364345564865646,3378,3324,1629.0509259259259,1603.0092592592591
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,9,12,0.9363841807909604,8550,8587,4123.263888888889,4141.107253086419
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,8,4,0.932250259246457,5639,5541,2719.4251543209875,2672.1643518518517
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,17,0,0.9309273776068628,6498,6557,3133.680555555555,3162.133487654321
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,19,22,0.9288084464555053,3240,3154,1562.5,1521.0262345679012
